date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:35	50812/50812	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Aug%202021%2009:08:31%20GMT	https://scisco.egemenerd.com/wp-json/wp/v2/pages/13	D:/project/ali2/scisco.egemenerd.com/wp-json/wp/v2/pages/13.json	(from https://scisco.egemenerd.com/questions/activities/)
14:38:36	53631/53631	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:08:35%20GMT	https://scisco.egemenerd.com/questions/question/what-are-the-steps-you-can-take-if-your-wordpress-file-is-hacked/answer/148/	D:/project/ali2/scisco.egemenerd.com/questions/question/what-are-the-steps-you-can-take-if-your-wordpress-file-is-hacked/answer/148/index.html	(from https://scisco.egemenerd.com/questions/question/what-are-the-steps-you-can-take-if-your-wordpress-file-is-hacked/)
14:38:38	1/1	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Aug%202021%2009:08:37%20GMT	https://scisco.egemenerd.com/?ap_page=shortlink&ap_a=148	D:/project/ali2/scisco.egemenerd.com/indexb263.html	(from https://scisco.egemenerd.com/questions/question/what-are-the-steps-you-can-take-if-your-wordpress-file-is-hacked/)
14:38:38	35772/35772	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:08:38%20GMT	https://scisco.egemenerd.com/questions/profile/ian/about/	D:/project/ali2/scisco.egemenerd.com/questions/profile/ian/about/index.html	(from https://scisco.egemenerd.com/questions/question/what-are-the-steps-you-can-take-if-your-wordpress-file-is-hacked/)
14:38:39	39481/39481	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:08:38%20GMT	https://scisco.egemenerd.com/questions/profile/ian/reputations/	D:/project/ali2/scisco.egemenerd.com/questions/profile/ian/reputations/index.html	(from https://scisco.egemenerd.com/questions/question/what-are-the-steps-you-can-take-if-your-wordpress-file-is-hacked/)
14:38:39	2284/2284	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Aug%202021%2009:08:37%20GMT	https://scisco.egemenerd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscisco.egemenerd.com%2Fquestions%2Factivities%2F	D:/project/ali2/scisco.egemenerd.com/wp-json/oembed/1.0/embed89ed.json	(from https://scisco.egemenerd.com/questions/activities/)
14:38:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Aug%202021%2009:08:40%20GMT	https://scisco.egemenerd.com/?p=11	D:/project/ali2/scisco.egemenerd.com/index5757.html	(from https://scisco.egemenerd.com/questions/categories/)
14:38:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Aug%202021%2009:08:40%20GMT	https://scisco.egemenerd.com/?p=13	D:/project/ali2/scisco.egemenerd.com/index2dc4.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:42	2374/2374	---MC-	200	added ('OK')	text/xml	date:Fri,%2013%20Aug%202021%2009:08:40%20GMT	https://scisco.egemenerd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscisco.egemenerd.com%2Fquestions%2Factivities%2F&format=xml	D:/project/ali2/scisco.egemenerd.com/wp-json/oembed/1.0/embedd3d6	(from https://scisco.egemenerd.com/questions/activities/)
14:38:44	1/1	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Aug%202021%2009:08:44%20GMT	https://scisco.egemenerd.com/?ap_page=shortlink&ap_c=504	D:/project/ali2/scisco.egemenerd.com/index0449.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:45	50414/50414	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:08:44%20GMT	https://scisco.egemenerd.com/questions/question/im-just-trying-this-theme/answer/31678/	D:/project/ali2/scisco.egemenerd.com/questions/question/im-just-trying-this-theme/answer/31678/index.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:45	1/1	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Aug%202021%2009:08:44%20GMT	https://scisco.egemenerd.com/?ap_page=shortlink&ap_c=480	D:/project/ali2/scisco.egemenerd.com/indexfe56.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:47	2782/2782	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Aug%202021%2009:08:45%20GMT	https://scisco.egemenerd.com/wp-json/wp/v2/pages/9	D:/project/ali2/scisco.egemenerd.com/wp-json/wp/v2/pages/9.json	(from https://scisco.egemenerd.com/questions/ask/)
14:38:48	1/1	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Aug%202021%2009:08:47%20GMT	https://scisco.egemenerd.com/?ap_page=shortlink&ap_c=217	D:/project/ali2/scisco.egemenerd.com/indexd832.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:48	48617/48617	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:08:47%20GMT	https://scisco.egemenerd.com/questions/question/test-test-jay/answer/10047/	D:/project/ali2/scisco.egemenerd.com/questions/question/test-test-jay/answer/10047/index.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:49	45013/45013	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:08:48%20GMT	https://scisco.egemenerd.com/questions/profile/demo/reputations/	D:/project/ali2/scisco.egemenerd.com/questions/profile/demo/reputations/index.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:50	31728/31728	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:08:49%20GMT	https://scisco.egemenerd.com/questions/question/this-is-test-quatation-nbgh/	D:/project/ali2/scisco.egemenerd.com/questions/question/this-is-test-quatation-nbgh/index.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:51	2282/2282	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Aug%202021%2009:08:48%20GMT	https://scisco.egemenerd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscisco.egemenerd.com%2Fquestions%2Fask%2F	D:/project/ali2/scisco.egemenerd.com/wp-json/oembed/1.0/embed33f4.json	(from https://scisco.egemenerd.com/questions/ask/)
14:38:51	49936/49936	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:08:50%20GMT	https://scisco.egemenerd.com/questions/question/mohammed-salem/answer/3141/	D:/project/ali2/scisco.egemenerd.com/questions/question/mohammed-salem/answer/3141/index.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:54	31728/31728	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:08:54%20GMT	https://scisco.egemenerd.com/questions/question/fgfdgdfgfd-2/	D:/project/ali2/scisco.egemenerd.com/questions/question/fgfdgdfgfd-2/index.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:55	45651/45651	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:08:54%20GMT	https://scisco.egemenerd.com/questions/question/fafgadgadg/	D:/project/ali2/scisco.egemenerd.com/questions/question/fafgadgadg/index.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:56	36095/36095	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:08:56%20GMT	https://scisco.egemenerd.com/questions/profile/ahmed1/	D:/project/ali2/scisco.egemenerd.com/questions/profile/ahmed1/index.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:57	2372/2372	---MC-	200	added ('OK')	text/xml	date:Fri,%2013%20Aug%202021%2009:08:55%20GMT	https://scisco.egemenerd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscisco.egemenerd.com%2Fquestions%2Fask%2F&format=xml	D:/project/ali2/scisco.egemenerd.com/wp-json/oembed/1.0/embed1e8d	(from https://scisco.egemenerd.com/questions/ask/)
14:38:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Aug%202021%2009:08:57%20GMT	https://scisco.egemenerd.com/?p=9	D:/project/ali2/scisco.egemenerd.com/indexb5fb.html	(from https://scisco.egemenerd.com/questions/ask/)
14:38:57	35260/35260	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:08:57%20GMT	https://scisco.egemenerd.com/questions/profile/ahmed1/reputations/	D:/project/ali2/scisco.egemenerd.com/questions/profile/ahmed1/reputations/index.html	(from https://scisco.egemenerd.com/questions/activities/)
14:38:59	1336/1336	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Aug%202021%2009:08:58%20GMT	https://scisco.egemenerd.com/wp-json/wp/v2/pages/59	D:/project/ali2/scisco.egemenerd.com/wp-json/wp/v2/pages/59.json	(from https://scisco.egemenerd.com/user-directory/)
14:39:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Aug%202021%2009:09:01%20GMT	https://scisco.egemenerd.com/?p=59	D:/project/ali2/scisco.egemenerd.com/index1098.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:02	2282/2282	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Aug%202021%2009:09:00%20GMT	https://scisco.egemenerd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscisco.egemenerd.com%2Fuser-directory%2F	D:/project/ali2/scisco.egemenerd.com/wp-json/oembed/1.0/embedf5b8.json	(from https://scisco.egemenerd.com/user-directory/)
14:39:04	2374/2374	---MC-	200	added ('OK')	text/xml	date:Fri,%2013%20Aug%202021%2009:09:02%20GMT	https://scisco.egemenerd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscisco.egemenerd.com%2Fuser-directory%2F&format=xml	D:/project/ali2/scisco.egemenerd.com/wp-json/oembed/1.0/embed1aa7	(from https://scisco.egemenerd.com/user-directory/)
14:39:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Aug%202021%2009:09:06%20GMT	https://scisco.egemenerd.com/user-directory/page/2	D:/project/ali2/scisco.egemenerd.com/user-directory/page/2.70.delayed	(from https://scisco.egemenerd.com/user-directory/)
14:39:15	34905/34905	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:14%20GMT	https://scisco.egemenerd.com/questions/profile/aaroncolbert5/about/	D:/project/ali2/scisco.egemenerd.com/questions/profile/aaroncolbert5/about/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:15	34877/34877	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:14%20GMT	https://scisco.egemenerd.com/questions/profile/aarontrott4/about/	D:/project/ali2/scisco.egemenerd.com/questions/profile/aarontrott4/about/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:16	34943/34943	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:14%20GMT	https://scisco.egemenerd.com/questions/profile/aaronspeckman87/about/	D:/project/ali2/scisco.egemenerd.com/questions/profile/aaronspeckman87/about/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:16	34929/34929	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:15%20GMT	https://scisco.egemenerd.com/questions/profile/abbeymagee03643/about/	D:/project/ali2/scisco.egemenerd.com/questions/profile/abbeymagee03643/about/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Aug%202021%2009:09:18%20GMT	https://scisco.egemenerd.com/user-directory/page/3	D:/project/ali2/scisco.egemenerd.com/user-directory/page/3.71.delayed	(from https://scisco.egemenerd.com/user-directory/)
14:39:24	34918/34918	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:23%20GMT	https://scisco.egemenerd.com/questions/profile/abbeymahurin75/about/	D:/project/ali2/scisco.egemenerd.com/questions/profile/abbeymahurin75/about/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:24	34875/34875	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:23%20GMT	https://scisco.egemenerd.com/questions/profile/abbie22g000/about/	D:/project/ali2/scisco.egemenerd.com/questions/profile/abbie22g000/about/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:24	34903/34903	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:23%20GMT	https://scisco.egemenerd.com/questions/profile/abbiehunt4539/about/	D:/project/ali2/scisco.egemenerd.com/questions/profile/abbiehunt4539/about/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:26	34890/34890	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:25%20GMT	https://scisco.egemenerd.com/questions/profile/abby68526597/about/	D:/project/ali2/scisco.egemenerd.com/questions/profile/abby68526597/about/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Aug%202021%2009:09:29%20GMT	https://scisco.egemenerd.com/user-directory/page/1407	D:/project/ali2/scisco.egemenerd.com/user-directory/page/1407.72.delayed	(from https://scisco.egemenerd.com/user-directory/)
14:39:34	44639/44639	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:33%20GMT	https://scisco.egemenerd.com/user-directory/page/2/	D:/project/ali2/scisco.egemenerd.com/user-directory/page/2/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:34	34891/34891	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:33%20GMT	https://scisco.egemenerd.com/questions/profile/abbyhpn8175/about/	D:/project/ali2/scisco.egemenerd.com/questions/profile/abbyhpn8175/about/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:35	34930/34930	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:34%20GMT	https://scisco.egemenerd.com/questions/profile/abbytodd900192/about/	D:/project/ali2/scisco.egemenerd.com/questions/profile/abbytodd900192/about/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:37	44787/44787	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:36%20GMT	https://scisco.egemenerd.com/user-directory/page/3/	D:/project/ali2/scisco.egemenerd.com/user-directory/page/3/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:37	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Aug%202021%2009:09:36%20GMT	https://scisco.egemenerd.com/user-directory/page/1408	D:/project/ali2/scisco.egemenerd.com/user-directory/page/1408.73.delayed	(from https://scisco.egemenerd.com/user-directory/)
14:39:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Aug%202021%2009:09:39%20GMT	https://scisco.egemenerd.com/user-directory/page/1409	D:/project/ali2/scisco.egemenerd.com/user-directory/page/1409.74.delayed	(from https://scisco.egemenerd.com/user-directory/)
14:39:42	44788/44788	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:41%20GMT	https://scisco.egemenerd.com/user-directory/page/1407/	D:/project/ali2/scisco.egemenerd.com/user-directory/page/1407/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:44	1117971/1117971	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Jul%202021%2022:40:46%20GMT	https://scisco.egemenerd.com/wp-content/cache/autoptimize/css/autoptimize_15b8062730f9e49d76dcbf93c1843c84.css	D:/project/ali2/scisco.egemenerd.com/wp-content/cache/autoptimize/css/autoptimize_15b8062730f9e49d76dcbf93c1843c84.css	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:39:44	44631/44631	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:43%20GMT	https://scisco.egemenerd.com/user-directory/page/1408/	D:/project/ali2/scisco.egemenerd.com/user-directory/page/1408/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:45	1685/1685	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Aug%202021%2009:09:43%20GMT	https://scisco.egemenerd.com/wp-json/wp/v2/users/2	D:/project/ali2/scisco.egemenerd.com/wp-json/wp/v2/users/2.json	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:39:46	37028/37028	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:46%20GMT	https://scisco.egemenerd.com/user-directory/page/1409/	D:/project/ali2/scisco.egemenerd.com/user-directory/page/1409/index.html	(from https://scisco.egemenerd.com/user-directory/)
14:39:47	21389/21389	---MC-	200	added ('OK')	application/rss+xml	date:Fri,%2013%20Aug%202021%2008:53:23%20GMT	https://scisco.egemenerd.com/author/egemenerd/feed/	D:/project/ali2/scisco.egemenerd.com/author/egemenerd/feed/index.html	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:39:54	40297/40297	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:53%20GMT	https://scisco.egemenerd.com/questions/profile/egemenerd/answers/	D:/project/ali2/scisco.egemenerd.com/questions/profile/egemenerd/answers/index.html	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:39:55	40300/40300	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:54%20GMT	https://scisco.egemenerd.com/questions/profile/egemenerd/questions/	D:/project/ali2/scisco.egemenerd.com/questions/profile/egemenerd/questions/index.html	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:39:56	697776/697776	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Nov%202020%2012:48:11%20GMT	https://scisco.egemenerd.com/wp-content/uploads/2020/11/cover.jpg	D:/project/ali2/scisco.egemenerd.com/wp-content/uploads/2020/11/cover.jpg	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:39:56	40153/40153	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:55%20GMT	https://scisco.egemenerd.com/questions/profile/egemenerd/blog/	D:/project/ali2/scisco.egemenerd.com/questions/profile/egemenerd/blog/index.html	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:40:00	52373/52373	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:09:59%20GMT	https://scisco.egemenerd.com/questions/question/what-are-the-types-of-hooks-in-wordpress-and-mention-their-functions/	D:/project/ali2/scisco.egemenerd.com/questions/question/what-are-the-types-of-hooks-in-wordpress-and-mention-their-functions/index.html	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:40:00	1/1	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Aug%202021%2009:09:59%20GMT	https://scisco.egemenerd.com/?ap_page=shortlink&ap_a=131	D:/project/ali2/scisco.egemenerd.com/index69bf.html	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:40:05	57336/57336	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:02%20GMT	https://scisco.egemenerd.com/questions/question/how-safe-is-a-website-on-wordpress/	D:/project/ali2/scisco.egemenerd.com/questions/question/how-safe-is-a-website-on-wordpress/index.html	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:40:06	38832/38832	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:04%20GMT	https://scisco.egemenerd.com/questions/profile/egemenerd/followers/	D:/project/ali2/scisco.egemenerd.com/questions/profile/egemenerd/followers/index.html	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:40:06	37793/37793	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:04%20GMT	https://scisco.egemenerd.com/questions/profile/egemenerd/following/	D:/project/ali2/scisco.egemenerd.com/questions/profile/egemenerd/following/index.html	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:40:07	1160925/1160925	---M--	200	added ('OK')	text/css	date:Tue,%2020%20Jul%202021%2023:53:58%20GMT	https://scisco.egemenerd.com/wp-content/cache/autoptimize/css/autoptimize_011e71fec932d2e807691504cee99bd5.css	D:/project/ali2/scisco.egemenerd.com/wp-content/cache/autoptimize/css/autoptimize_011e71fec932d2e807691504cee99bd5.css	(from https://scisco.egemenerd.com/blog-4-columns/)
14:40:08	1/1	---M--	302	error ('Found')	text/html	date:Fri,%2013%20Aug%202021%2009:10:08%20GMT	https://scisco.egemenerd.com/?ap_page=shortlink&ap_a=104	D:/project/ali2/scisco.egemenerd.com/index5bdd.html	(from https://scisco.egemenerd.com/questions/profile/egemenerd/)
14:40:10	19535/19535	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Aug%202021%2009:10:06%20GMT	https://scisco.egemenerd.com/wp-json/wp/v2/pages/163	D:/project/ali2/scisco.egemenerd.com/wp-json/wp/v2/pages/163.json	(from https://scisco.egemenerd.com/blog-4-columns/)
14:40:10	40860/40860	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:09%20GMT	https://scisco.egemenerd.com/jobs/	D:/project/ali2/scisco.egemenerd.com/jobs/index.html	(from https://scisco.egemenerd.com/)
14:40:11	59422/59422	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:09%20GMT	https://scisco.egemenerd.com/gamble-your-methods-with-entertaining-casino-games-14/	D:/project/ali2/scisco.egemenerd.com/gamble-your-methods-with-entertaining-casino-games-14/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:11	63134/63134	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:10%20GMT	https://scisco.egemenerd.com/author/heribertochiaram/	D:/project/ali2/scisco.egemenerd.com/author/heribertochiaram/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:13	63264/63264	---MCZ	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:12%20GMT	https://scisco.egemenerd.com/author/elizbethfredrick/	D:/project/ali2/scisco.egemenerd.com/author/elizbethfredrick/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:14	62003/62003	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:13%20GMT	https://scisco.egemenerd.com/blog/page/2/	D:/project/ali2/scisco.egemenerd.com/blog/page/2/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:15	59436/59436	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:14%20GMT	https://scisco.egemenerd.com/playing-casino-online-suggestions-for-a-secure-perform-11/	D:/project/ali2/scisco.egemenerd.com/playing-casino-online-suggestions-for-a-secure-perform-11/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:15	2306/2306	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Aug%202021%2009:10:12%20GMT	https://scisco.egemenerd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscisco.egemenerd.com%2Fblog-4-columns%2F	D:/project/ali2/scisco.egemenerd.com/wp-json/oembed/1.0/embeda3ea.json	(from https://scisco.egemenerd.com/blog-4-columns/)
14:40:17	61745/61745	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:16%20GMT	https://scisco.egemenerd.com/blog/page/2563/	D:/project/ali2/scisco.egemenerd.com/blog/page/2563/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:17	62005/62005	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:16%20GMT	https://scisco.egemenerd.com/blog/page/3/	D:/project/ali2/scisco.egemenerd.com/blog/page/3/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:18	60382/60382	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:17%20GMT	https://scisco.egemenerd.com/blog/page/2564/	D:/project/ali2/scisco.egemenerd.com/blog/page/2564/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:19	2401/2401	---MC-	200	added ('OK')	text/xml	date:Fri,%2013%20Aug%202021%2009:10:16%20GMT	https://scisco.egemenerd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscisco.egemenerd.com%2Fblog-4-columns%2F&format=xml	D:/project/ali2/scisco.egemenerd.com/wp-json/oembed/1.0/embedda26	(from https://scisco.egemenerd.com/blog-4-columns/)
14:40:20	285/285	---M--	200	added ('OK')	application/javascript	date:Sat,%2026%20Dec%202020%2011:32:05%20GMT	https://scisco.egemenerd.com/wp-content/plugins/scisco-features/js/masonry.js?ver=5.8	D:/project/ali2/scisco.egemenerd.com/wp-content/plugins/scisco-features/js/masonry41a3.js	(from https://scisco.egemenerd.com/blog-4-columns/)
14:40:21	54338/54338	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:20%20GMT	https://scisco.egemenerd.com/blog/page/2565/	D:/project/ali2/scisco.egemenerd.com/blog/page/2565/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:21	61975/61975	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:20%20GMT	https://scisco.egemenerd.com/category/business/	D:/project/ali2/scisco.egemenerd.com/category/business/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:22	61865/61865	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:21%20GMT	https://scisco.egemenerd.com/category/finance/	D:/project/ali2/scisco.egemenerd.com/category/finance/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:24	41260/41260	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:23%20GMT	https://scisco.egemenerd.com/product-category/tshirts/	D:/project/ali2/scisco.egemenerd.com/product-category/tshirts/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:24	56545/56545	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:23%20GMT	https://scisco.egemenerd.com/category/technology/	D:/project/ali2/scisco.egemenerd.com/category/technology/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:24	56599/56599	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:23%20GMT	https://scisco.egemenerd.com/category/marketing/	D:/project/ali2/scisco.egemenerd.com/category/marketing/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:25	6761/6761	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Aug%202021%2009:10:23%20GMT	https://scisco.egemenerd.com/wp-json/wp/v2/posts/30	D:/project/ali2/scisco.egemenerd.com/wp-json/wp/v2/posts/30.json	(from https://scisco.egemenerd.com/a-new-era-of-technology/)
14:40:27	42496/42496	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:27%20GMT	https://scisco.egemenerd.com/product-category/accessories/	D:/project/ali2/scisco.egemenerd.com/product-category/accessories/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:28	37694/37694	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:27%20GMT	https://scisco.egemenerd.com/product-category/dresses/	D:/project/ali2/scisco.egemenerd.com/product-category/dresses/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:29	60062/60062	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Aug%202021%2009:10:28%20GMT	https://scisco.egemenerd.com/should-your-company-go-cashless/	D:/project/ali2/scisco.egemenerd.com/should-your-company-go-cashless/index.html	(from https://scisco.egemenerd.com/blog/)
14:40:29	2459/2459	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Aug%202021%2009:10:26%20GMT	https://scisco.egemenerd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fscisco.egemenerd.com%2Fa-new-era-of-technology%2F	D:/project/ali2/scisco.egemenerd.com/wp-json/oembed/1.0/embed8e60.json	(from https://scisco.egemenerd.com/a-new-era-of-technology/)
